Workspace,Store,Layer,Description,URI,Default Style,Observable Concept,Observation Concept,Units,Native SRS,Declared SRS,PublicPrivate,CommercialUse,Comments,Contact
,precipitation_low,precipitation_low,Interpolated precipitation,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsAnnualRain.tif,raster,habitat:AnnualPrecipitation,measurement:Measurement,mm,EPSG:26915,EPSG:26915,Public,Yes,Data created by Bvoigt,
,riparian_condition_alg,riparian_condition_alg,Riparian habitat condition in Algonquin Provincial Park,file:/raid/geodata/coverages/ontario/AlgonquinRiparianHabitatCondition.tif,raster,ontario:RiparianConditionClass,measurement:Ranking,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,slope10m_alg,slope10m_alg,MNR Slope layer derived from DEM,file:/raid/geodata/coverages/ontario/AlgonquinSlope.tif,raster,geophysics:DegreeSlope,measurement:Measurement,°,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,slope20m_low,slope20m_low,MNR Slope layer derived from DEM,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsSlope.tif,raster,geophysics:DegreeSlope,measurement:Measurement,°,EPSG:26915,EPSG:26915,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,snow_alg,snow_alg,Interpolated snowfall,file:/raid/geodata/coverages/ontario/AlgonquinAnnualSnow.tif,raster,habitat:AnnualSnowmelt,measurement:Measurement,cm,EPSG:26918,EPSG:26918,Public,Yes,Data created by Bvoigt,
,snow_low,snow_low,Interpolated snowfall,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsAnnualSnow.tif,raster,habitat:AnnualSnowmelt,measurement:Measurement,cm,EPSG:26915,EPSG:26915,Public,Yes,Data created by Bvoigt,
,soil_drainage_alg,soil_drainage_alg,"Soil drainage based on the ""DRAINAGE"" attribute in the provided soils data",file:/raid/geodata/coverages/ontario/AlgonquinSoilDrainage.tif,raster,habitat:HydrologicSoilsGroup,measurement:Ranking,,EPSG:26918,EPSG:26918,Private,yes,Data provided by MNR,Adam.Gryck@ontario.ca
,soil_drainage_low,soil_drainage_low,"Soil drainage based on the ""DRAINAGE"" attribute in the provided soils data",file:/raid/geodata/coverages/ontario/LakeOfTheWoodsSoilDrainage.tif,raster,ontario:SoilDrainageCode,measurement:Ranking,,EPSG:26915,EPSG:26915,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,spawning_habitat_alg,spawning_habitat_alg,Fish spawning habitat in Algonquin Provincial Park,file:/raid/geodata/coverages/ontario/AlgonquinSpawningHabitat.tif,raster,ontario:FishSpawningHabitat,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,stream_gradient_low,stream_gradient_low,Stream gradient computed by multiplying the presence of streams by the landscape slope,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsStreamGradient.tif,raster,habitat:StreamGradient,measurement:Measurement,°,EPSG:26915,EPSG:26915,Public,Yes,Data created by Bvoigt,
,successional_stage_alg,successional_stage_alg,Successional stage for Algonquin Provincial Park estimated using FRI and OLD_GROWTH,file:/raid/geodata/coverages/ontario/AlgonquinSuccessionalStage.tif,raster,ecology:SuccessionalStage,measurement:Ranking,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,successional_stage_low,successional_stage_low,Successional stage for Lake of the Woods Provincial Park estimated using FRI and OLD_GROWTH,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsSuccessionalStage.tif,raster,ecology:SuccessionalStage,measurement:Ranking,,EPSG:26915,EPSG:26915,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,temperature_alg,temperature_alg,Mean temperature,file:/raid/geodata/coverages/ontario/AlgonquinMeanTemp.tif,raster,geophysics:AnnualMeanGroundSurfaceTemperature,measurement:Measurement,°C,EPSG:26918,EPSG:26918,Public,Yes,Data created by Bvoigt,
,temperature_low,temperature_low,Mean temperature,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsMeanTemp.tif,raster,geophysics:AnnualMeanGroundSurfaceTemperature,measurement:Measurement,°C,EPSG:26915,EPSG:26915,Public,Yes,Data created by Bvoigt,
,floodplain_farmland_low,floodplain_farmland_low,Agricultural land in floodplains,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsFloodplainAgriculture.tif,raster,soilRetentionService:DepositionProneFarmers,measurement:BinaryCoding,,EPSG:26915,EPSG:26915,Public,Yes,Data created by Bvoigt,
,ontario,,PostGIS database: ontario,postgis:ontario,,,,,,,,,,
,,railway_alg,Railroad that crosses Algonquin Provincial Park,postgis:/raid/geodata/data/ontario/AlgonquinRailway.shp,line,infrastructure:Railway,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,yes,Data provided by MNR,Adam.Gryck@ontario.ca
,,roads_alg,Roads in Algonquin Provincial Park,postgis:/raid/geodata/data/ontario/AlgonquinRoads.shp,line,infrastructure:Road,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,yes,Data provided by MNR,Adam.Gryck@ontario.ca
,,streams_low,River network,postgis:/raid/geodata/data/ontario/LakeOfTheWoodsStreams.shp,line,geofeatures:River,measurement:BinaryCoding,,EPSG:26915,EPSG:26915,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,,trails_alg,Hiking trails in Algonquin Provincial Park,postgis:/raid/geodata/data/ontario/AlgonquinTrails.shp,line,infrastructure:Path,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,yes,Data provided by MNR,Adam.Gryck@ontario.ca
,,utility_lines_alg,Utility lines that cross Algonquin Provincial Park,postgis:/raid/geodata/data/ontario/AlgonquinUtilityLines.shp,line,infrastructure:TransmissionLine,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,yes,Data provided by MNR,Adam.Gryck@ontario.ca
,,floodplains_low,Extremely rough estimate of floodplains in the Lake of the Woods region,postgis:/raid/geodata/data/ontario/LakeOfTheWoodsFloodplains.shp,polygon,geofeatures:Floodplain,measurement:BinaryCoding,,EPSG:26915,EPSG:26915,Private,Yes,Data created by Bvoigt,
molise,,,,,,,,,,,,,,
,corine_land_cover_molise_2006,corine_land_cover_molise_2006,Corine land cover data from 2006,file:/raid/geodata/coverages/molise/CorineLandCover.tif,raster,molise-lulc:CorineNumeric,measurement:NumericCoding,,EPSG:32633,EPSG:32633,Private,Yes,Data provided by Davide Marino,
,dem20m_molise,dem20m_molise,20m DEM for the study area,file:/raid/geodata/coverages/molise/DEM_Molise_20m.tif,raster,geophysics:Altitude,measurement:Measurement,m,EPSG:32633,EPSG:32633,Private,Yes,Data provided by Davide Marino,
,hike_use_molise,hike_use_molise,Trails in the study area,file:/raid/geodata/coverages/molise/Trails.tif,raster,recreationService:HikingUse,measurement:BinaryCoding,,EPSG:32633,EPSG:32633,Private,Yes,Data provided by Davide Marino,
,lakes_molise,lakes_molise,Lakes in the study area,file:/raid/geodata/coverages/molise/Lakes.tif,raster,geofeatures:Lake,measurement:BinaryCoding,,EPSG:32633,EPSG:32633,Private,Yes,Data provided by Davide Marino,
,rivers_molise,rivers_molise,Rivers in the study area,file:/raid/geodata/coverages/molise/Rivers.tif,raster,geofeatures:River,measurement:BinaryCoding,,EPSG:32633,EPSG:32633,Private,Yes,Data provided by Davide Marino,
,transportation_infrastructure_molise,transportation_infrastructure_molise,Major roads in the study area,file:/raid/geodata/coverages/molise/TransportInfrastructure.tif,raster,infrastructure:Road,measurement:BinaryCoding,,EPSG:32633,EPSG:32633,Private,Yes,Data provided by Davide Marino,
,percent_canopy_cover_molise,percent_canopy_cover_molise,Percent canopy cover in the Molise study area,file:/raid/geodata/coverages/molise/CanopyCover.tif,raster,habitat:PercentTreeCanopyCover,measurement:Ranking,,EPSG:32633,EPSG:32633,Private,Yes,Data provided by Davide Marino,
,annual_runoff_molise,annual_runoff_molise,Annual runoff in the Molise study area,file:/raid/geodata/coverages/molise/AnnualRunoff.tif,raster,habitat:AnnualPrecipitation,measurement:Measurement,mm,EPSG:32633,EPSG:32633,Private,Yes,Data provided by Davide Marino,
,potential_erosion_molise,potential_erosion_molise,Potential erosion in the Molise study area,file:/raid/geodata/coverages/molise/PotentialErosion.tif,raster,soilRetentionService:AnnualSedimentSource,measurement:Measurement,t/ha,EPSG:32633,EPSG:32633,Private,Yes,Data provided by Davide Marino,
,stream_gradient_molise,stream_gradient_molise,Stream gradient for the Molise study area,file:/raid/geodata/coverages/molise/StreamGradient.tif,raster,habitat:StreamGradient,measurement:Measurement,°,EPSG:32633,EPSG:32633,Private,Yes,Data provided by Davide Marino,
,floodplain_molise,floodplain_molise,Floodplains in the Molise study area,file:/raid/geodata/coverages/molise/Floodplain.tif,raster,geofeatures:Floodplain,measurement:BinaryCoding,,EPSG:32633,EPSG:32633,Private,Yes,Data provided by Davide Marino,
